#nH	Eads	Eadsavg	Remarks
1	-811.70298586	0.05334832	#1@0P
2	-815.07953018	0.06468739	#2@PH2
3	-818.42785662	0.07787305	#2@PH2-1@0P
4	-821.76196222	0.08802108	#4@PH2
5	-824.93674059	0.12597535	#3@PH3-2@PH2
6	-828.49905510	0.08668884	#6@PH2
7	-831.84351273	0.08974946	#6@PH2-1@0P
8	-835.15181040	0.09656492	#8@PH2
