nH	Eads	Eadsavg	Remarks
1	-811.99724109	-0.25312782	#1@0P
2	-815.57687808	-0.22381634	#2@PH2
3	-819.21945975	-0.23502740	#2@PH2-1@0P
4	-822.75665801	-0.21428708	#4@PH2
5	-826.16674540	-0.17642071	#3@PH3-2@PH2
6	-829.99109879	-0.22022080	#6@PH2
7	-833.62981165	-0.22498651	#6@PH2-1@0P
8	-837.14120198	-0.21264547	#8@PH2
