#nH	Reaction-Energy-no-proton-correction Reaction-Energy-with-proton-correction
6	-0.2985	       -0.03839413    
7	-0.2518	       0.31085587       
7.3	0.1136	       0.20260587       
8	-0.5872	       -0.0399085        

