#nH	Reaction-Energy-no-proton-correction Reaction-Energy-with-proton-correction
4	0.1443	      -0.57544413	
5	0.6749	      0.17687495
5.3	0.6843	      0.1902393
6.3	0.7198	      0.35081795
6.6	0.5631	      0.19282949
