#VibEne(eV) #remarks all are P adatom released values.
0.4126586450 #0P
0.4058433610 #Ptop
0.8723938100 #PH3
0.2131051775 #Ni3P2+4P
0.3799999475 #NiPbrdg
0.6314513900 #PH2
0.3769153869 #Nitop
